鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮環工二路６８號,1602.0,工,工業區,丁種建築用地,1101229,土地1建物2車位0,見其他登記事項,2,廠辦,廠房、發電機消防室,鋼骨造,1080807,1964.08,0,0,0,無,有,無,262500,134,,0.0,0,含管理費、稅金或水電等費用。；租金262500含5%發票稅,RPQNMLQJJHHGFCN48CC
員林市,房地(土地+建物),彰化縣員林市員水路二段５１５號,71.0,住,,,1101227,土地1建物1車位0,見其他登記事項,5,店面(店鋪),住工用,鋼筋混凝土造,0800302,242.13,5,2,6,有,無,無,22000,91,,0.0,0,,RPPNMLSJJHHGFDN68CC
員林市,土地,員林段536-10地號,113.0,商,,,1110107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,18000,159,,0.0,0,本件房屋租賃因無建物所有權登記,RPQNMLSJJHHGFDN78CC
線西鄉,土地,富貴段99-1地號,1983.5,,工業區,丁種建築用地,1101228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,30,,0.0,0,1.只承租該地號部分土地600坪2.租金60000不含個人租金扣繳稅及二代健保,RPUNMLKKJHHGFBN28CC
彰化市,建物,彰化縣彰化市永樂街２９號,0.0,商,,,1101226,土地0建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0760217,264.5,5,1,4,有,無,有,30000,113,,0.0,0,租金含管理費。租賃期間含免租金裝潢期。,RPTNMLLKJHHGFAN18CC
彰化市,土地,民權段967地號,34.0,商,,,1101227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,294,,0.0,0,土地上有未保存登記建物作店面使用。,RPOOMLLKJHHGFAN77CC
彰化市,房地(土地+建物),彰化縣彰化市民生路４２６號,397.0,商,,,1110108,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),商埸、梯間,鋼筋混凝土造,0831121,282.32,0,0,0,無,無,有,28800,102,,0.0,0,,RPSNMLMKJHHGFAN18CC
花壇鄉,土地,北口段451地號,2103.34,其他,,,1110112,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,91000,43,,0.0,0,,RPOOMLNKJHHGFAN97CC
員林市,房地(土地+建物),彰化縣員林市民生路５４號,48.0,商,,,1110111,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,磚造,0470101,91.39,1,1,2,有,無,無,26500,290,,0.0,0,,RPSOMLOKJHHGFDN78CC
伸港鄉,土地,泰平段890地號,1193.11,,特定農業區,農牧用地,1110118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,60000,50,,0.0,0,,RPTNMLSKJHHGFBN98CC
彰化市,建物,彰化縣彰化市自強南路４３５巷３弄３６號,0.0,住,,,1110111,土地0建物1車位0,全,4,透天厝,住宅、停車空間,鋼筋混凝土造,0941101,170.25,4,3,3,有,無,有,23000,135,,0.0,0,含增建或未登記建物。；,RPRNMLSKJHHGFAN68CC
彰化市,建物,彰化縣彰化市長興街５４之２號,0.0,住,,,1110109,土地0建物0車位0,三層,5,套房(1房1廳1衛),店舖、住家、避難室,鋼筋混凝土造,0790214,45.0,1,1,1,有,無,有,6000,133,,0.0,0,部分承租。租金含水費。,RPOOMLTKJHHGFAN58CC
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮鹿工南二路１０號,2962.0,,工業區,丁種建築用地,1110111,土地1建物1車位0,見其他登記事項,1,工廠,廠房,鋼骨鋼筋混凝土造,1050418,1924.0,0,0,0,無,有,無,270000,,,0.0,0,承租範圍為承租標的之地號、建號總坪數各一半,RPPNMLKLJHHGFCN97CC
員林市,房地(土地+建物),彰化縣員林市大同路二段５８號四樓,146.0,住,,,1110120,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831104,96.48,2,1,2,有,無,無,14000,145,,0.0,0,,RPVNMLOLJHHGFDN09CC
彰化市,建物,彰化縣彰化市長興街５４之２號,0.0,住,,,1110123,土地0建物0車位0,三層,5,套房(1房1廳1衛),店舖、住家、避難室,鋼筋混凝土造,0790214,30.0,1,0,1,有,無,無,6500,217,,0.0,0,部分承租。租金含水費。租賃期間含免租金裝潢期。,RPRNMLQLJHHGFAN58CC
彰化市,建物,彰化縣彰化市長興街５４之２號,0.0,住,,,1110123,土地0建物0車位0,三層,5,套房(1房1廳1衛),店舖、住家、避難室,鋼筋混凝土造,0790214,45.0,1,1,1,有,無,無,6500,144,,0.0,0,部分承租。租金含水費。租賃期間含免租金裝潢期。,RPUNMLQLJHHGFAN88CC
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮鹿工南四路４８號,2413.0,,工業區,丁種建築用地,1110125,土地3建物1車位0,一層,2,工廠,工廠、機房、樓梯間,鋼骨造、鋼筋混凝土造,1050422,1190.0,0,0,0,無,有,無,200000,,,0.0,0,租賃範圍橫跨三筆地號，無法逐一列出各地號租賃坪數，租賃面積為廠房360坪+空地370坪，範圍如租賃合約附件二所示。以下申報租賃面積為大概之坪數,RPPNMLRLJHHGFCN68CC
和美鎮,房地(土地+建物),彰化縣和美鎮德美路５９４巷５１.５３號,431.0,工,,,1110105,土地1建物1車位0,見其他登記事項,4,廠辦,工業用,鋼筋混凝土造,0720111,194.71,0,0,0,無,無,無,68000,349,,0.0,0,,RPUNMLRLJHHGFBN09CC
彰化市,房地(土地+建物)+車位,彰化縣彰化市公園路一段２３７巷５弄４號七樓之一、之二,38.77,住,,,1110201,土地2建物3車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820430,223.17000000000002,3,2,3,有,有,有,14000,63,坡道平面,0.0,0,七樓之一和七樓之二一起出租予承租人,RPOOMLRJKHHGFAN38CC
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮工業西七路３０號,4640.05,,工業區,丁種建築用地,1110126,土地1建物2車位0,見其他登記事項,1,工廠,廠房,鋼骨造、鋼筋混凝土造,1090522,1594.23,0,0,0,無,有,無,280000,,,0.0,0,,RPRNMLSJKHHGFCN88CC
員林市,房地(土地+建物),彰化縣員林市萬年路三段３６４號,61.0,住,,,1110208,土地4建物1車位0,見其他登記事項,2,店面(店鋪),住家用,磚造,0720202,39.25,2,1,2,有,無,無,19000,484,,0.0,0,二樓無建築改良物登記,RPPOMLOKKHHGFDN58CC
員林市,房地(土地+建物),彰化縣員林市員鹿路９９號,127.26,商,,,1110123,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0790612,372.81,0,0,0,無,無,無,35000,94,,0.0,0,,RPUOMLPKKHHGFDN56CC
彰化市,建物,彰化縣彰化市民生路３４１號,0.0,商,,,1110212,土地0建物0車位0,四層,4,套房(1房1廳1衛),補習班,鋼筋混凝土造,0950123,18.0,1,1,1,有,無,有,7000,389,,0.0,0,,RPWNMLPKKHHGFAN98CC
彰化市,建物,彰化縣彰化市南郭路一段２２１之２號三樓,0.0,住,,,1110208,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770806,93.74,3,2,2,有,無,有,12000,128,,0.0,0,,RPTOMLPKKHHGFAN78CC
彰化市,房地(土地+建物),彰化縣彰化市忠勢街８７巷１３號,60.0,住,,,1110214,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0630413,74.7,4,2,2,有,無,無,12000,161,,0.0,0,3樓頂樓加建,RPWNMLQKKHHGFAN09CC
